task_id,repo,task_type,task_type_confidence,estimated_difficulty,build_success,docker_success,image_available,image_size_mb,image_last_updated,original_test_success,bug_reproducible,external_service_required,private_credential_required,missing_dependency,corrective_bug,fail_to_pass_count,pass_to_pass_count,screening_status,remove_reason,needs_manual_review,screening_notes,screening_stage
reata__sqllineage-661,reata/sqllineage,bug_repair,0.8,Easy,,,1,748.6,2025-05-01T00:29:53.661199Z,,,1,0,,1,1,421,keep,,1,static hint: mentions network/external service -> manual review,automatic
pytorch__torchtune-2139,pytorch/torchtune,bug_repair,0.9,Hard,,,1,7032.2,2025-05-01T00:40:38.201164Z,,,1,0,,1,1,650,keep,,1,static hint: mentions network/external service -> manual review,automatic
mikedh__trimesh-2238,mikedh/trimesh,bug_repair,0.9,Hard,,,1,725.8,2025-05-01T00:32:50.072263Z,,,0,0,,1,1,620,keep,,0,,automatic
encode__starlette-2812,encode/starlette,bug_repair,0.9,Medium,,,1,558.2,2025-05-01T00:33:09.136346Z,,,1,0,,1,2,885,keep,,1,static hint: mentions network/external service -> manual review,automatic
jupyterlab__jupyter-ai-1022,jupyterlab/jupyter-ai,bug_repair,0.66,Hard,,,1,1077.0,2025-05-01T00:36:51.612966Z,,,1,0,,1,3,35,keep,,1,static hint: mentions network/external service -> manual review,automatic
mikedh__trimesh-2126,mikedh/trimesh,bug_repair,0.85,Hard,,,1,954.5,2025-05-01T00:35:33.732662Z,,,1,0,,1,3,597,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3450,aws-cloudformation/cfn-lint,bug_repair,0.9,Hard,,,1,749.1,2025-05-01T00:36:28.919413Z,,,0,0,,1,2,999,keep,,0,,automatic
joke2k__faker-1979,joke2k/faker,feature,0.9,Hard,,,1,484.5,2025-05-01T00:35:39.334748Z,,,1,0,,0,1,1837,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pybamm-team__pybamm-4644,pybamm-team/PyBaMM,bug_repair,0.9,Hard,,,1,1257.3,2025-05-01T00:39:57.008303Z,,,0,0,,1,8,1507,keep,,0,,automatic
reata__sqllineage-550,reata/sqllineage,unknown,0.2,Medium,,,1,749.5,2025-05-01T00:39:27.131575Z,,,0,0,,0,2,380,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
pvlib__pvlib-python-1948,pvlib/pvlib-python,bug_repair,0.8,Medium,,,1,1234.1,2025-05-01T00:39:17.736247Z,,,0,0,,1,3,1132,keep,,0,,automatic
urllib3__urllib3-3266,urllib3/urllib3,bug_repair,0.8,Medium,,,1,462.0,2025-05-01T00:38:52.675422Z,,,1,0,,1,2,1712,keep,,1,static hint: mentions network/external service -> manual review,automatic
mikedh__trimesh-2290,mikedh/trimesh,bug_repair,0.9,Hard,,,1,930.9,2025-05-01T00:40:33.039749Z,,,1,0,,1,7,629,keep,,1,static hint: mentions network/external service -> manual review,automatic
keras-team__keras-20122,keras-team/keras,bug_repair,0.9,Medium,,,1,2787.5,2025-05-01T00:46:24.109782Z,,,1,0,,1,1,7421,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7421 tests) -> long runtime,automatic
python-control__python-control-1145,python-control/python-control,bug_repair,0.57,Hard,,,1,663.8,2025-05-01T00:40:47.251082Z,,,0,0,,1,3,3661,keep,,0,,automatic
conan-io__conan-16213,conan-io/conan,question,0.9,Easy,,,1,598.9,2025-05-01T00:43:33.594706Z,,,0,0,,0,1,3811,remove,task_type=question (not corrective bug repair),0,,automatic
sissbruecker__linkding-706,sissbruecker/linkding,bug_repair,0.85,Hard,,,1,688.8,2025-05-01T00:42:05.686561Z,,,0,0,,1,2,695,keep,,0,,automatic
conan-io__conan-16964,conan-io/conan,feature,0.9,Hard,,,1,613.0,2025-05-01T00:53:42.84105Z,,,1,0,,0,2,4067,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
mikedh__trimesh-2354,mikedh/trimesh,bug_repair,0.57,Hard,,,1,683.4,2025-05-01T00:42:54.602997Z,,,1,0,,1,2,631,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-17967,conan-io/conan,bug_repair,0.9,Easy,,,1,521.2,2025-05-01T00:44:45.656503Z,,,0,0,,1,6,4296,keep,,0,,automatic
keras-team__keras-20168,keras-team/keras,bug_repair,0.57,Hard,,,1,2788.1,2025-05-01T00:49:26.587998Z,,,1,0,,1,1,7483,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7483 tests) -> long runtime,automatic
pylint-dev__pylint-9670,pylint-dev/pylint,bug_repair,0.57,Medium,,,1,487.4,2025-05-01T00:44:43.691912Z,,,0,0,,1,2,1841,keep,,0,,automatic
encode__starlette-2620,encode/starlette,bug_repair,0.85,Hard,,,1,554.4,2025-05-01T00:45:27.730558Z,,,1,0,,1,14,787,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-16034,conan-io/conan,bug_repair,0.8,Easy,,,1,500.1,2025-05-01T00:47:15.826874Z,,,0,0,,1,1,3756,keep,,0,,automatic
matplotlib__matplotlib-28032,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1215.6,2025-05-01T00:48:24.01999Z,,,1,0,,1,1,7921,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7921 tests) -> long runtime,automatic
reflex-dev__reflex-4563,reflex-dev/reflex,bug_repair,0.9,Hard,,,1,910.9,2025-05-01T00:48:29.388445Z,,,1,0,,1,12,2845,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3372,aws-cloudformation/cfn-lint,bug_repair,0.8,Easy,,,1,726.8,2025-05-01T00:48:37.589256Z,,,1,0,,1,1,978,keep,,1,static hint: mentions network/external service -> manual review,automatic
run-llama__llama_deploy-384,run-llama/llama_deploy,build,0.56,Easy,,,1,702.8,2025-05-01T00:49:45.20393Z,,,1,1,,0,3,165,remove,task_type=build (not corrective bug repair); static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
patroni__patroni-3094,patroni/patroni,docs,0.58,Medium,,,1,470.0,2025-05-01T00:49:11.896645Z,,,1,0,,0,1,600,remove,task_type=docs (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-7038,deepset-ai/haystack,feature,0.82,Medium,,,1,6555.8,2025-05-01T00:59:32.142987Z,,,0,0,,0,6,1011,remove,task_type=feature (not corrective bug repair),0,,automatic
aws-cloudformation__cfn-lint-3931,aws-cloudformation/cfn-lint,bug_repair,0.85,Easy,,,1,758.0,2025-05-01T00:50:29.012931Z,,,0,0,,1,1,1261,keep,,0,,automatic
conan-io__conan-15553,conan-io/conan,feature,0.9,Medium,,,1,499.1,2025-05-01T00:56:00.871409Z,,,0,0,,0,4,3583,remove,task_type=feature (not corrective bug repair),0,,automatic
conan-io__conan-16362,conan-io/conan,bug_repair,0.9,Easy,,,1,501.8,2025-05-01T00:54:33.633241Z,,,0,0,,1,2,3876,keep,,0,,automatic
deepset-ai__haystack-8708,deepset-ai/haystack,bug_repair,0.8,Medium,,,1,8856.2,2025-05-01T01:04:05.955855Z,,,1,0,,1,1,1778,keep,,1,very large image (8856 MB) -> slow environment; static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3688,aws-cloudformation/cfn-lint,bug_repair,0.9,Hard,,,1,749.8,2025-05-01T00:55:40.969524Z,,,1,1,,1,1,1199,remove,static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
qtile__qtile-4991,qtile/qtile,bug_repair,0.9,Medium,,,1,562.3,2025-05-01T00:54:51.249829Z,,,0,0,,1,4,1212,keep,,0,,automatic
instructlab__instructlab-3125,instructlab/instructlab,bug_repair,0.8,Hard,,,1,8278.8,2025-05-01T01:08:26.948529Z,,,0,0,,1,3,295,keep,,1,very large image (8279 MB) -> slow environment,automatic
pdm-project__pdm-3250,pdm-project/pdm,bug_repair,0.8,Hard,,,1,524.2,2025-05-01T00:56:36.118506Z,,,1,0,,1,1,915,keep,,1,static hint: mentions network/external service -> manual review,automatic
geopandas__geopandas-3368,geopandas/geopandas,bug_repair,0.85,Medium,,,1,1101.5,2025-05-01T00:59:18.465366Z,,,0,0,,1,1,2211,keep,,0,,automatic
conan-io__conan-16196,conan-io/conan,question,0.9,Hard,,,1,534.7,2025-05-01T00:59:58.585161Z,,,1,0,,0,4,3873,remove,task_type=question (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
instructlab__instructlab-893,instructlab/instructlab,bug_repair,0.9,Medium,,,1,6968.2,2025-05-01T01:10:38.805667Z,,,1,0,,1,1,48,keep,,1,static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-27773,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1202.2,2025-05-01T01:01:24.626079Z,,,0,0,,1,1,7825,keep,,1,very large pass_to_pass suite (7825 tests) -> long runtime,automatic
dynaconf__dynaconf-1115,dynaconf/dynaconf,bug_repair,0.85,Hard,,,1,612.7,2025-05-01T01:01:37.789664Z,,,1,0,,1,1,525,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-15931,conan-io/conan,feature,0.9,Easy,,,1,608.2,2025-05-01T01:06:04.808054Z,,,1,0,,0,1,3740,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-28734,matplotlib/matplotlib,bug_repair,0.9,Medium,,,1,1215.6,2025-05-01T01:04:12.424541Z,,,1,0,,1,1,8146,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8146 tests) -> long runtime,automatic
aws-cloudformation__cfn-lint-4051,aws-cloudformation/cfn-lint,bug_repair,0.9,Hard,,,1,727.6,2025-05-01T01:05:34.430085Z,,,1,0,,1,2,1396,keep,,1,static hint: mentions network/external service -> manual review,automatic
pylint-dev__pylint-9709,pylint-dev/pylint,bug_repair,0.9,Medium,,,1,487.5,2025-05-01T01:05:46.611085Z,,,0,0,,1,4,1844,keep,,0,,automatic
koxudaxi__datamodel-code-generator-2293,koxudaxi/datamodel-code-generator,bug_repair,0.8,Easy,,,1,492.2,2025-05-01T01:06:15.287083Z,,,0,0,,1,2,606,keep,,0,,automatic
keras-team__keras-19863,keras-team/keras,bug_repair,0.86,Medium,,,1,1821.0,2025-05-01T01:10:17.489331Z,,,1,0,,1,1,7063,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7063 tests) -> long runtime,automatic
bridgecrewio__checkov-6999,bridgecrewio/checkov,docs,0.58,Hard,,,1,866.1,2025-05-01T01:07:23.89629Z,,,1,1,,0,6,4744,remove,task_type=docs (not corrective bug repair); static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-9226,deepset-ai/haystack,feature,0.9,Hard,,,1,4753.0,2025-05-01T01:16:20.454438Z,,,0,0,,0,7,2555,remove,task_type=feature (not corrective bug repair),0,,automatic
piskvorky__smart_open-849,piskvorky/smart_open,bug_repair,0.79,Medium,,,1,595.0,2025-05-01T01:08:44.795747Z,,,1,0,,1,2,401,keep,,1,static hint: mentions network/external service -> manual review,automatic
pypsa__pypsa-896,PyPSA/PyPSA,bug_repair,0.71,Hard,,,1,998.7,2025-05-01T01:11:05.659852Z,,,1,0,,1,27,117,keep,,1,static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-28033,matplotlib/matplotlib,bug_repair,0.9,Medium,,,1,1218.7,2025-05-01T01:11:24.345984Z,,,1,0,,1,1,7919,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7919 tests) -> long runtime,automatic
matplotlib__matplotlib-29503,matplotlib/matplotlib,feature,0.9,Medium,,,1,1217.0,2025-05-01T01:12:56.503663Z,,,0,0,,0,1,8311,remove,task_type=feature (not corrective bug repair),1,very large pass_to_pass suite (8311 tests) -> long runtime,automatic
conan-io__conan-18089,conan-io/conan,question,0.9,Easy,,,1,510.3,2025-05-01T01:12:55.656266Z,,,1,1,,0,1,4367,remove,task_type=question (not corrective bug repair); static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
sissbruecker__linkding-812,sissbruecker/linkding,feature,0.9,Medium,,,1,690.4,2025-05-01T01:12:48.951342Z,,,0,0,,0,1,762,remove,task_type=feature (not corrective bug repair),0,,automatic
kedro-org__kedro-4075,kedro-org/kedro,bug_repair,0.85,Medium,,,1,1027.2,2025-05-01T01:15:00.358778Z,,,1,0,,1,1,1416,keep,,1,static hint: mentions network/external service -> manual review,automatic
reflex-dev__reflex-2617,reflex-dev/reflex,bug_repair,0.85,Easy,,,1,753.2,2025-05-01T01:13:00.997708Z,,,0,0,,1,1,1006,keep,,0,,automatic
joke2k__faker-2109,joke2k/faker,bug_repair,0.8,Hard,,,1,463.4,2025-05-01T01:14:02.595604Z,,,0,0,,1,2,2013,keep,,0,,automatic
pydata__xarray-8846,pydata/xarray,bug_repair,0.79,Easy,,,1,692.5,2025-05-01T01:14:46.757852Z,,,1,0,,1,2,13127,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (13127 tests) -> long runtime,automatic
instructlab__instructlab-1945,instructlab/instructlab,bug_repair,0.79,Hard,,,1,7158.1,2025-05-01T01:27:40.771586Z,,,0,0,,1,4,160,keep,,0,,automatic
qubvel-org__segmentation_models.pytorch-1108,qubvel-org/segmentation_models.pytorch,feature,0.64,Hard,,,1,6758.7,2025-05-01T01:24:28.792234Z,,,0,0,,0,5,286,remove,task_type=feature (not corrective bug repair),0,,automatic
sissbruecker__linkding-847,sissbruecker/linkding,feature,0.54,Easy,,,1,672.6,2025-05-01T01:16:47.870767Z,,,1,0,,0,1,712,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pylint-dev__pylint-9785,pylint-dev/pylint,bug_repair,0.85,Medium,,,1,467.9,2025-05-01T01:16:11.780183Z,,,1,0,,1,1,1854,keep,,1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-8799,deepset-ai/haystack,feature,0.9,Hard,,,1,5345.7,2025-05-01T01:25:51.793796Z,,,1,0,,0,6,1799,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pvlib__pvlib-python-2019,pvlib/pvlib-python,bug_repair,0.64,Medium,,,1,1025.8,2025-05-01T01:18:53.859936Z,,,1,0,,1,1,1137,keep,,1,static hint: mentions network/external service -> manual review,automatic
beeware__briefcase-2214,beeware/briefcase,feature,0.78,Hard,,,1,448.7,2025-05-01T01:18:56.435609Z,,,0,0,,0,11,3066,remove,task_type=feature (not corrective bug repair),0,,automatic
conan-io__conan-17300,conan-io/conan,feature,0.9,Easy,,,1,531.0,2025-05-01T01:21:36.297782Z,,,0,0,,0,1,4079,remove,task_type=feature (not corrective bug repair),0,,automatic
mikedh__trimesh-2142,mikedh/trimesh,bug_repair,0.9,Hard,,,1,956.0,2025-05-01T01:21:18.890533Z,,,1,0,,1,1,600,keep,,1,static hint: mentions network/external service -> manual review,automatic
keras-team__keras-20296,keras-team/keras,feature,0.54,Medium,,,1,3134.0,2025-05-01T01:27:11.838865Z,,,0,0,,0,1,7639,remove,task_type=feature (not corrective bug repair),1,very large pass_to_pass suite (7639 tests) -> long runtime,automatic
conan-io__conan-16986,conan-io/conan,bug_repair,0.9,Easy,,,1,542.3,2025-05-01T01:28:19.18429Z,,,0,0,,1,2,4008,keep,,0,,automatic
python-control__python-control-1099,python-control/python-control,bug_repair,0.9,Medium,,,1,633.3,2025-05-01T01:25:55.326967Z,,,0,0,,1,3,3511,keep,,0,,automatic
aws-cloudformation__cfn-lint-3890,aws-cloudformation/cfn-lint,bug_repair,0.9,Medium,,,1,760.3,2025-05-01T01:27:21.314531Z,,,1,0,,1,1,1249,keep,,1,static hint: mentions network/external service -> manual review,automatic
keras-team__keras-20443,keras-team/keras,bug_repair,0.85,Medium,,,1,2854.5,2025-05-01T01:32:30.057785Z,,,0,0,,1,1,7795,keep,,1,very large pass_to_pass suite (7795 tests) -> long runtime,automatic
conan-io__conan-17613,conan-io/conan,feature,0.9,Medium,,,1,542.6,2025-05-01T01:30:38.902593Z,,,1,0,,0,1,4180,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
reflex-dev__reflex-3037,reflex-dev/reflex,bug_repair,0.8,Easy,,,1,777.0,2025-05-01T01:28:55.117836Z,,,0,0,,1,1,2638,keep,,0,,automatic
deepset-ai__haystack-6847,deepset-ai/haystack,bug_repair,0.9,Medium,,,1,9478.7,2025-05-01T01:43:30.649867Z,,,0,0,,1,1,959,keep,,1,very large image (9479 MB) -> slow environment,automatic
koxudaxi__datamodel-code-generator-2349,koxudaxi/datamodel-code-generator,bug_repair,0.8,Medium,,,1,468.2,2025-05-01T01:29:42.113959Z,,,1,0,,1,1,647,keep,,1,static hint: mentions network/external service -> manual review,automatic
streamlink__streamlink-6048,streamlink/streamlink,bug_repair,0.87,Hard,,,1,551.2,2025-05-01T01:29:22.608055Z,,,1,0,,1,2,6179,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (6179 tests) -> long runtime,automatic
conan-io__conan-17301,conan-io/conan,question,0.9,Medium,,,1,531.5,2025-05-01T01:32:46.707581Z,,,1,0,,0,2,4078,remove,task_type=question (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
jupyterlab__jupyter-ai-711,jupyterlab/jupyter-ai,feature,0.9,Hard,,,1,1042.2,2025-05-01T01:33:45.188112Z,,,1,0,,0,8,18,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-15538,conan-io/conan,bug_repair,0.9,Easy,,,1,499.1,2025-05-01T01:38:31.966845Z,,,0,0,,1,1,3580,keep,,0,,automatic
sphinx-doc__sphinx-12131,sphinx-doc/sphinx,bug_repair,0.79,Hard,,,1,594.4,2025-05-01T01:33:00.421705Z,,,0,0,,1,1,1928,keep,,0,,automatic
instructlab__instructlab-1847,instructlab/instructlab,bug_repair,0.79,Easy,,,1,6799.9,2025-05-01T01:44:38.484485Z,,,1,0,,1,4,135,keep,,1,static hint: mentions network/external service -> manual review,automatic
piskvorky__smart_open-815,piskvorky/smart_open,bug_repair,0.8,Easy,,,1,543.9,2025-05-01T01:36:05.365469Z,,,1,1,,1,1,388,remove,static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
theoehrly__fast-f1-546,theOehrly/Fast-F1,bug_repair,0.9,Easy,,,1,1016.3,2025-05-01T01:36:16.502786Z,,,1,0,,1,2,292,keep,,1,static hint: mentions network/external service -> manual review,automatic
kedro-org__kedro-4092,kedro-org/kedro,bug_repair,0.8,Medium,,,1,1027.0,2025-05-01T01:39:03.001189Z,,,1,0,,1,1,1421,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3563,aws-cloudformation/cfn-lint,bug_repair,0.88,Hard,,,1,742.5,2025-05-01T01:37:32.462911Z,,,0,0,,1,1,1112,keep,,0,,automatic
pybamm-team__pybamm-3846,pybamm-team/PyBaMM,unknown,0.2,Hard,,,1,1537.0,2025-05-01T01:41:46.728707Z,,,0,0,,0,2,1502,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
streamlink__streamlink-6127,streamlink/streamlink,bug_repair,0.79,Easy,,,1,557.3,2025-05-01T01:40:17.941724Z,,,1,0,,1,1,6224,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (6224 tests) -> long runtime,automatic
geopandas__geopandas-3383,geopandas/geopandas,bug_repair,0.85,Medium,,,1,987.0,2025-05-01T01:40:04.841396Z,,,0,0,,1,1,2211,keep,,0,,automatic
sphinx-doc__sphinx-12598,sphinx-doc/sphinx,bug_repair,0.9,Hard,,,1,593.1,2025-05-01T01:40:56.879911Z,,,0,0,,1,1,2006,keep,,0,,automatic
huggingface__smolagents-405,huggingface/smolagents,feature,0.54,Medium,,,1,9001.6,2025-05-01T01:55:13.076959Z,,,0,0,,0,1,176,remove,task_type=feature (not corrective bug repair),1,very large image (9002 MB) -> slow environment,automatic
pydata__xarray-10076,pydata/xarray,feature,0.77,Hard,,,1,970.2,2025-05-01T01:43:48.668629Z,,,1,0,,0,1,18203,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (18203 tests) -> long runtime,automatic
pylint-dev__pylint-10209,pylint-dev/pylint,bug_repair,0.9,Medium,,,1,464.6,2025-05-01T01:43:01.030497Z,,,0,0,,1,1,1903,keep,,0,,automatic
conan-io__conan-16871,conan-io/conan,feature,0.9,Hard,,,1,540.5,2025-05-01T01:49:44.352414Z,,,0,0,,0,5,4003,remove,task_type=feature (not corrective bug repair),0,,automatic
qtile__qtile-4909,qtile/qtile,bug_repair,0.79,Easy,,,1,561.4,2025-05-01T01:44:30.793177Z,,,0,0,,1,1,1196,keep,,0,,automatic
conan-io__conan-17092,conan-io/conan,feature,0.9,Medium,,,1,504.9,2025-05-01T10:24:24.337274Z,,,0,0,,0,6,4032,remove,task_type=feature (not corrective bug repair),0,,automatic
falconry__falcon-2356,falconry/falcon,bug_repair,0.85,Hard,,,1,432.5,2025-05-01T01:45:09.388397Z,,,0,0,,1,71,3480,keep,,1,large fail_to_pass set (71 tests),automatic
aws-cloudformation__cfn-lint-3498,aws-cloudformation/cfn-lint,bug_repair,0.79,Medium,,,1,740.6,2025-05-01T01:46:09.085692Z,,,1,0,,1,1,1014,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-17326,conan-io/conan,bug_repair,0.9,Easy,,,1,491.6,2025-05-01T10:24:21.878679Z,,,1,0,,1,1,4088,keep,,1,static hint: mentions network/external service -> manual review,automatic
instructlab__instructlab-3045,instructlab/instructlab,unknown,0.2,Hard,,,1,8265.9,2025-05-01T02:04:24.954732Z,,,1,0,,0,1,294,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; very large image (8266 MB) -> slow environment; static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-28853,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1219.6,2025-05-01T01:49:47.215767Z,,,0,0,,1,1,8220,keep,,1,very large pass_to_pass suite (8220 tests) -> long runtime,automatic
run-llama__llama_deploy-372,run-llama/llama_deploy,refactor,0.55,Hard,,,1,681.0,2025-05-01T01:51:03.967841Z,,,1,0,,0,11,148,remove,task_type=refactor (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
icloud-photos-downloader__icloud_photos_downloader-956,icloud-photos-downloader/icloud_photos_downloader,bug_repair,0.8,Medium,,,1,614.3,2025-05-01T01:51:57.924993Z,,,1,0,,1,1,149,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3425,aws-cloudformation/cfn-lint,bug_repair,0.9,Easy,,,1,733.5,2025-05-01T01:52:17.870447Z,,,1,1,,1,1,997,remove,static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
cyclotruc__gitingest-94,cyclotruc/gitingest,bug_repair,0.9,Easy,,,1,454.3,2025-05-01T01:52:38.020512Z,,,1,0,,1,1,30,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3579,aws-cloudformation/cfn-lint,feature,0.9,Hard,,,1,753.3,2025-05-01T01:53:59.463245Z,,,0,0,,0,3,1179,remove,task_type=feature (not corrective bug repair),0,,automatic
pdm-project__pdm-3314,pdm-project/pdm,build,0.87,Medium,,,1,521.9,2025-05-01T01:54:06.83714Z,,,1,0,,0,1,919,remove,task_type=build (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-27647,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1224.4,2025-05-01T01:55:42.256082Z,,,0,0,,1,1,7811,keep,,1,very large pass_to_pass suite (7811 tests) -> long runtime,automatic
dynaconf__dynaconf-1040,dynaconf/dynaconf,feature,0.9,Hard,,,1,586.8,2025-05-01T01:55:00.025565Z,,,1,0,,0,1,342,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pypsa__pypsa-1112,PyPSA/PyPSA,bug_repair,0.9,Hard,,,1,1003.9,2025-05-01T01:56:32.381605Z,,,0,0,,1,13,296,keep,,0,,automatic
matplotlib__matplotlib-29520,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1217.4,2025-05-01T01:57:07.443722Z,,,1,0,,1,1,8311,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8311 tests) -> long runtime,automatic
joke2k__faker-2142,joke2k/faker,bug_repair,0.57,Medium,,,1,483.5,2025-05-01T01:56:13.389839Z,,,1,0,,1,2,2022,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-15763,conan-io/conan,bug_repair,0.9,Medium,,,1,544.7,2025-05-01T02:00:20.441875Z,,,1,0,,1,2,3648,keep,,1,static hint: mentions network/external service -> manual review,automatic
pylint-dev__pylint-10075,pylint-dev/pylint,unknown,0.2,Medium,,,1,470.5,2025-05-01T01:57:15.47377Z,,,1,0,,0,1,1865,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; static hint: mentions network/external service -> manual review,automatic
sphinx-doc__sphinx-11914,sphinx-doc/sphinx,bug_repair,0.8,Easy,,,1,594.8,2025-05-01T01:58:01.679462Z,,,1,0,,1,2,1923,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-15564,conan-io/conan,question,0.9,Easy,,,1,499.1,2025-05-01T02:03:07.109719Z,,,0,0,,0,1,3587,remove,task_type=question (not corrective bug repair),0,,automatic
conan-io__conan-17387,conan-io/conan,bug_repair,0.9,Hard,,,1,542.4,2025-05-01T02:06:40.482692Z,,,1,0,,1,66,4062,keep,,1,static hint: mentions network/external service -> manual review; large fail_to_pass set (66 tests),automatic
instructlab__instructlab-3118,instructlab/instructlab,bug_repair,0.85,Medium,,,1,8277.8,2025-05-01T02:13:26.852746Z,,,0,0,,1,1,305,keep,,1,very large image (8278 MB) -> slow environment,automatic
falconry__falcon-2282,falconry/falcon,bug_repair,0.57,Hard,,,1,433.5,2025-05-01T01:58:59.684518Z,,,0,0,,1,174,3247,keep,,1,large fail_to_pass set (174 tests),automatic
aws-cloudformation__cfn-lint-3972,aws-cloudformation/cfn-lint,feature,0.9,Medium,,,1,754.0,2025-05-01T02:02:05.590235Z,,,0,0,,0,1,1288,remove,task_type=feature (not corrective bug repair),0,,automatic
ipython__ipython-14555,ipython/ipython,bug_repair,0.9,Easy,,,1,503.3,2025-05-01T02:03:16.539082Z,,,0,0,,1,1,1251,keep,,0,,automatic
instructlab__instructlab-1443,instructlab/instructlab,bug_repair,0.57,Hard,,,1,7096.2,2025-05-01T02:14:36.551942Z,,,0,0,,1,6,68,keep,,0,,automatic
conan-io__conan-17117,conan-io/conan,question,0.9,Hard,,,1,542.2,2025-05-01T02:09:20.290248Z,,,1,0,,0,1,4064,remove,task_type=question (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
projectmesa__mesa-2605,projectmesa/mesa,bug_repair,0.8,Hard,,,1,763.1,2025-05-01T02:06:47.150908Z,,,1,0,,1,3,253,keep,,1,static hint: mentions network/external service -> manual review,automatic
pylint-dev__pylint-10044,pylint-dev/pylint,bug_repair,0.64,Hard,,,1,462.0,2025-05-01T02:07:08.328397Z,,,1,0,,1,2,1862,keep,,1,static hint: mentions network/external service -> manual review,automatic
sphinx-doc__sphinx-12745,sphinx-doc/sphinx,bug_repair,0.8,Medium,,,1,597.7,2025-05-01T02:08:00.121802Z,,,1,0,,1,5,2027,keep,,1,static hint: mentions network/external service -> manual review,automatic
