task_id,repo,split,base_commit,gold_commit,gold_commit_count,commit_urls,pull_number,pull_url,gold_patch_file,gold_files_changed,gold_loc_added,gold_loc_deleted,gold_modules_changed
aws-cloudformation__cfn-lint-3400,aws-cloudformation/cfn-lint,discovery,ed39a193ba383ea966b4b8bda000d4828d0be7aa,7251f4eaad529300547ffbb1a8f225583d9edd5f,3,https://github.com/aws-cloudformation/cfn-lint/commit/de3236ca34a935e24969cc5aec21d95bfd12a917 https://github.com/aws-cloudformation/cfn-lint/commit/ff989c5628b41615335633ba8c3abeacdb0539d2 https://github.com/aws-cloudformation/cfn-lint/commit/7251f4eaad529300547ffbb1a8f225583d9edd5f,3400,https://github.com/aws-cloudformation/cfn-lint/pull/3400,gold/patches/aws-cloudformation__cfn-lint-3400.patch,2,28,23,1
pypsa__pypsa-1091,PyPSA/PyPSA,discovery,c36338c171cef52cdce7cd445795ee362435f6ea,df9420371ea5428f12769a0aaf4a9203e63c79f1,7,https://github.com/PyPSA/PyPSA/commit/58c12c30c75f8936b8dc3405825917baeb30d754 https://github.com/PyPSA/PyPSA/commit/ea229f65633c8fd20b052c61f7e62717b7a06f14 https://github.com/PyPSA/PyPSA/commit/e4cd41621aeb53c5511936351b5183733f6e62b2 https://github.com/PyPSA/PyPSA/commit/a8537a39960720a8afe4bc51a86426759b5cbb91 https://github.com/PyPSA/PyPSA/commit/edda71c05d6b88b0b44a7ea8724ff672046a4bf1 https://github.com/PyPSA/PyPSA/commit/9abecd6b987b09cf7e5adf900764a19e44c91492 https://github.com/PyPSA/PyPSA/commit/df9420371ea5428f12769a0aaf4a9203e63c79f1,1091,https://github.com/PyPSA/PyPSA/pull/1091,gold/patches/pypsa__pypsa-1091.patch,8,72,45,3
keras-team__keras-19459,keras-team/keras,held_out,68e0368c680decbc7c9e1da57b56b3a8212b3ec2,57625f2d2b5aaff7c7cbd95a13ea0c4ac5a670e6,1,https://github.com/keras-team/keras/commit/57625f2d2b5aaff7c7cbd95a13ea0c4ac5a670e6,19459,https://github.com/keras-team/keras/pull/19459,gold/patches/keras-team__keras-19459.patch,5,49,20,1
python-attrs__attrs-1401,python-attrs/attrs,held_out,75723b7720952ac0a4c7d3e277b6714ba55ded18,63ab6c3bc98c636c994a1472bfa4bf18b520e001,6,https://github.com/python-attrs/attrs/commit/585e0459d8f967556839b922e81a7c501271cc22 https://github.com/python-attrs/attrs/commit/605af655195140332334efea4d7cbe436716c3b2 https://github.com/python-attrs/attrs/commit/eb0cce749084c48cc7491aee0a1630780fe355e6 https://github.com/python-attrs/attrs/commit/61e67203e5b3cefc8c5f218fdf05502547d834cd https://github.com/python-attrs/attrs/commit/63ecc3abb7a84907e50777bb1cc3540ecb140e0e https://github.com/python-attrs/attrs/commit/63ab6c3bc98c636c994a1472bfa4bf18b520e001,1401,https://github.com/python-attrs/attrs/pull/1401,gold/patches/python-attrs__attrs-1401.patch,2,5,3,2
kedro-org__kedro-4580,kedro-org/kedro,discovery,769629fb23c19a7629ee8b1ae97940665d6d57bf,550e29334ff356c8463dc1e4e3361fd8051d71bc,26,https://github.com/kedro-org/kedro/commit/b4082b068006df0a2e39cc0a671e016f03ec63bd https://github.com/kedro-org/kedro/commit/36965df8c6ad30dc2139bb17a51c5e20a8a4d7aa https://github.com/kedro-org/kedro/commit/11e50292830aa18813409e9f13b7707725a3b5e0 https://github.com/kedro-org/kedro/commit/6a601deff6e16a5f9c0d1637c7dea098c17df1e4 https://github.com/kedro-org/kedro/commit/ceeb2108d2cefab7c9a702a61fcd83611f4a8dc6 https://github.com/kedro-org/kedro/commit/a611e00353b566fd0df8ca6d6a771dd02383c4b2 https://github.com/kedro-org/kedro/commit/6e954d5540a7b672ad3883c44e57753e869511d6 https://github.com/kedro-org/kedro/commit/ea1183b1d6ba90517ee3a95357dab571bf825d04 https://github.com/kedro-org/kedro/commit/938aab991254ed49dd82a144b3f96d6dfe7fee40 https://github.com/kedro-org/kedro/commit/f966354a31c86a50fc76f8d0a6e691d155d787d4 https://github.com/kedro-org/kedro/commit/7dc0c1118529a70964694bc13afc168f22d1ef0b https://github.com/kedro-org/kedro/commit/be505b0a0307a3dfdc3919f5c549a831dae87255 https://github.com/kedro-org/kedro/commit/b9e807cecf6e1115e7360e090fc3fbd2fb19bec0 https://github.com/kedro-org/kedro/commit/9b00d5b700628d044b5133cb990a4691ba693976 https://github.com/kedro-org/kedro/commit/1f7a80091a4041d4faa388c62490876c67b9929c https://github.com/kedro-org/kedro/commit/dcaca5dfaad7fdff0f692c0202f6e7f942c6b091 https://github.com/kedro-org/kedro/commit/7fd2b92c461278a69d7b60bfc37442460a040168 https://github.com/kedro-org/kedro/commit/09cab228315d939ebd8ff20be6cbb9eeab82ee49 https://github.com/kedro-org/kedro/commit/c9082e13dae98ca31b6854ce7a8d2eb83d6d72bf https://github.com/kedro-org/kedro/commit/80be05c111c7d4597bac07927e6b988efc4ae16a https://github.com/kedro-org/kedro/commit/1bab65cdeaac4d6389c7fe63566c4ad87c35d3be https://github.com/kedro-org/kedro/commit/5aa7e7477d5f2e639bb1dbd3a6d2014a37250177 https://github.com/kedro-org/kedro/commit/9507cec647b232a01281710768f3b7cdd5c26771 https://github.com/kedro-org/kedro/commit/1448c6577cf630a59b26c95ebb99ea8988c227b3 https://github.com/kedro-org/kedro/commit/46bb5ff2face6883f175ee24b696dd03ae420364 https://github.com/kedro-org/kedro/commit/550e29334ff356c8463dc1e4e3361fd8051d71bc,4580,https://github.com/kedro-org/kedro/pull/4580,gold/patches/kedro-org__kedro-4580.patch,3,50,18,3
urllib3__urllib3-3527,urllib3/urllib3,held_out,e94224931feddf9e12bb25452bf0d0c21da8a7e0,5c0e80c5fc04b6930251da757cbc1d9c1a6af12b,16,https://github.com/urllib3/urllib3/commit/eacbe6e708ad3232828cbc9a91ffa6a36232fbfd https://github.com/urllib3/urllib3/commit/b51fb3c9b46ccfc9a09d4543ce95c59d33197525 https://github.com/urllib3/urllib3/commit/c6f379523353021a6deb9082f50a16d8cbb68e4c https://github.com/urllib3/urllib3/commit/7a029823a9cba6b019a080037004956a67e2a952 https://github.com/urllib3/urllib3/commit/f6d51ec05b89d66201d83719091fe1d750030a3f https://github.com/urllib3/urllib3/commit/3e1eb9b4aa0b6ac5f0ae75abbaaa229793632158 https://github.com/urllib3/urllib3/commit/2116c6f64fb9a695f3e915a7fca2550f9091aca5 https://github.com/urllib3/urllib3/commit/bc4e7fa51a1ba354af67dbc4783fa7c49b8a2677 https://github.com/urllib3/urllib3/commit/0bdf2ec6805f6fd0f014bcaab909528f6c5e4b86 https://github.com/urllib3/urllib3/commit/8cc73cd29dd2660fad28f5a1916a952886c4f413 https://github.com/urllib3/urllib3/commit/441cb2c485c71c5c09cd89e76b848964941ca8e7 https://github.com/urllib3/urllib3/commit/f6eab0b67e7c3ccc7250e2a22014922596c11f23 https://github.com/urllib3/urllib3/commit/2f3adda856f862677bf9691550743ed26fc94825 https://github.com/urllib3/urllib3/commit/37a3f18e448202c6c661f1f49b8e26d258132ad6 https://github.com/urllib3/urllib3/commit/4fdba8c20fd95557bda983958d5286adb77a206c https://github.com/urllib3/urllib3/commit/5c0e80c5fc04b6930251da757cbc1d9c1a6af12b,3527,https://github.com/urllib3/urllib3/pull/3527,gold/patches/urllib3__urllib3-3527.patch,4,25,3,2
sissbruecker__linkding-804,sissbruecker/linkding,discovery,36a84276a20d418105ee973b5960ea79f7635018,b03802a61446f9407609b4253dc4ec7012882146,3,https://github.com/sissbruecker/linkding/commit/867105a30cc68f69478d0803757f7e3667315ee0 https://github.com/sissbruecker/linkding/commit/51a34152d3f2e3c32f18b64f19fea0d0fc078804 https://github.com/sissbruecker/linkding/commit/b03802a61446f9407609b4253dc4ec7012882146,804,https://github.com/sissbruecker/linkding/pull/804,gold/patches/sissbruecker__linkding-804.patch,5,30,102,1
deepset-ai__haystack-6857,deepset-ai/haystack,discovery,9af6c7e442580c1df4763e6170ed36918d16eddd,3f52238c34333b36387f0de52fe039b13df2f307,7,https://github.com/deepset-ai/haystack/commit/e8a2280119ee53f21930c50974810283802e594c https://github.com/deepset-ai/haystack/commit/b226b8a56bcacde91ff15c73efeaefaee668991e https://github.com/deepset-ai/haystack/commit/5ec2ac2f42b98822b1998050bb4ce10c633e83ab https://github.com/deepset-ai/haystack/commit/58cb60f7173fbb93a220dc2640ae3f25910ab1ae https://github.com/deepset-ai/haystack/commit/7c0a54c1e9c9a44f19954baf2411995f3423e3ff https://github.com/deepset-ai/haystack/commit/784dce6cb1165aa3690078fab5416b2ed0193340 https://github.com/deepset-ai/haystack/commit/3f52238c34333b36387f0de52fe039b13df2f307,6857,https://github.com/deepset-ai/haystack/pull/6857,gold/patches/deepset-ai__haystack-6857.patch,1,18,5,1
python-babel__babel-1075,python-babel/babel,discovery,1a03526e2dda9818424c400530163464a2e74b9b,4fa426397fd9fe29f3ad70d2fad386750a106fd4,1,https://github.com/python-babel/babel/commit/4fa426397fd9fe29f3ad70d2fad386750a106fd4,1075,https://github.com/python-babel/babel/pull/1075,gold/patches/python-babel__babel-1075.patch,1,10,2,1
pytorch__torchtune-2110,pytorch/torchtune,held_out,e9b9ea568e169aea13ae2d03c0eb92ee241f47a1,b94678dac4a5193d629c5c8914519a06308854b5,2,https://github.com/pytorch/torchtune/commit/0e7d5fb507d803860a9b228d8601ee4cc48ca68d https://github.com/pytorch/torchtune/commit/b94678dac4a5193d629c5c8914519a06308854b5,2110,https://github.com/pytorch/torchtune/pull/2110,gold/patches/pytorch__torchtune-2110.patch,1,14,0,1
kedro-org__kedro-3859,kedro-org/kedro,discovery,360cd12f3580764d8258daa22e485060f075d139,6c1f666e54437834f1c2b3e45f2c761637b9f2f5,9,https://github.com/kedro-org/kedro/commit/adbcd3f820a148b9d00fdd3e1ff88a6cc7a1d331 https://github.com/kedro-org/kedro/commit/4e4b7e0ecb551866eb6c85ca65e705bf0fffe2c8 https://github.com/kedro-org/kedro/commit/38f45c20ca1e9e863221fb2efb848886b9550cd6 https://github.com/kedro-org/kedro/commit/16bd4df0957314fd0ec2c79c263c6cbe248a1331 https://github.com/kedro-org/kedro/commit/d2191cd22efe33d67256afeaa4e78dda0ac0d590 https://github.com/kedro-org/kedro/commit/62c57a7fc46392003c2e424f9c889efaf06e961c https://github.com/kedro-org/kedro/commit/1a618780d8892fd298142a0e3ff1008d1bc5e146 https://github.com/kedro-org/kedro/commit/e2438e43145a4e1cada155bcf9cdb5aa27aa9f83 https://github.com/kedro-org/kedro/commit/6c1f666e54437834f1c2b3e45f2c761637b9f2f5,3859,https://github.com/kedro-org/kedro/pull/3859,gold/patches/kedro-org__kedro-3859.patch,4,47,18,3
pdm-project__pdm-2539,pdm-project/pdm,discovery,ca74c76dca41a456280df8d05903c36736bc762f,c8714b6eaee59669b17fd50bc8cecd1152e0a594,6,https://github.com/pdm-project/pdm/commit/b32803f321011e32f3f1c54f081dc4bfb454cae9 https://github.com/pdm-project/pdm/commit/1b3f9e203c1bfc02aa5d2f7d713a081b1b0f35b8 https://github.com/pdm-project/pdm/commit/c7f5efb4ea39958a103d1a46487fa3526743a429 https://github.com/pdm-project/pdm/commit/c2bb41ac5182c3bb224a88591bde65a9ef27c5a1 https://github.com/pdm-project/pdm/commit/c5a7d19858b2a2cd2cb1f2bb1dbe6501629de652 https://github.com/pdm-project/pdm/commit/c8714b6eaee59669b17fd50bc8cecd1152e0a594,2539,https://github.com/pdm-project/pdm/pull/2539,gold/patches/pdm-project__pdm-2539.patch,2,10,1,2
stanfordnlp__dspy-1609,stanfordnlp/dspy,discovery,16ceaba5f7126ca86e5b50b669975c926b9f8f55,8664e0d0908b0f83854daca1932ab1ae16db6182,15,https://github.com/stanfordnlp/dspy/commit/1cf8daa6f3dad73e860ca16dfb64589040a8c880 https://github.com/stanfordnlp/dspy/commit/8a8f80026845682c54192d844bea360d59ea48a8 https://github.com/stanfordnlp/dspy/commit/b5ebfa56c1f543a504dade8f2bcf3381e894e30b https://github.com/stanfordnlp/dspy/commit/d2c20e62cb38911cbce90883108f4557df3bf9b2 https://github.com/stanfordnlp/dspy/commit/3231a8d6ff5881ccabe1fe97c2ab93bc0e3b05a4 https://github.com/stanfordnlp/dspy/commit/cdd4cbc61536b2d68aeb1df8f71b51bf4f8e65d3 https://github.com/stanfordnlp/dspy/commit/ad4865dca1c292da92bf88066700c24b05571c5e https://github.com/stanfordnlp/dspy/commit/bf59060650912d2f57207dc69bbb27f37f2f14ad https://github.com/stanfordnlp/dspy/commit/79795f9fad81f83f602965839852ac3e838d12cd https://github.com/stanfordnlp/dspy/commit/3c5d6dcff15dfd7614c1d03fa5888c69e3eaee3c https://github.com/stanfordnlp/dspy/commit/48f7ad82891e19b4c3bfc4bec754906f5244cfc2 https://github.com/stanfordnlp/dspy/commit/1ff426bb87a9df606867582711dc86128f7ffeb3 https://github.com/stanfordnlp/dspy/commit/86307ff9c639b01e856faf2d2d5e632cad11ce3e https://github.com/stanfordnlp/dspy/commit/782b32a476130a5b30c296e0058785836fc117fe https://github.com/stanfordnlp/dspy/commit/8664e0d0908b0f83854daca1932ab1ae16db6182,1609,https://github.com/stanfordnlp/dspy/pull/1609,gold/patches/stanfordnlp__dspy-1609.patch,4,162,42,1
koxudaxi__datamodel-code-generator-2260,koxudaxi/datamodel-code-generator,discovery,0def44efc13ac98ecef691daf217a31f6c459812,e558c78e935b8c70f6230eddf9fadc0fed8c47ea,1,https://github.com/koxudaxi/datamodel-code-generator/commit/e558c78e935b8c70f6230eddf9fadc0fed8c47ea,2260,https://github.com/koxudaxi/datamodel-code-generator/pull/2260,gold/patches/koxudaxi__datamodel-code-generator-2260.patch,1,11,9,1
python-attrs__attrs-1372,python-attrs/attrs,held_out,ee0f19b696c60064c58cdc08b3265aef56d49ff8,d2ade0de594b5cd246c2a97b479b06894ae48fd6,6,https://github.com/python-attrs/attrs/commit/9b228927e75c453ab5a862bc2431c2c324b8e838 https://github.com/python-attrs/attrs/commit/cc8e100ab0a35aecb85838349643de84ac2e466b https://github.com/python-attrs/attrs/commit/4a0da063718ab65dc8bc69c219aa5c46d0956ba9 https://github.com/python-attrs/attrs/commit/9450c7777bbf7d32759522ec39c4213269e93281 https://github.com/python-attrs/attrs/commit/60af5412c5dc1e328bd7472a291b8ca632d27a89 https://github.com/python-attrs/attrs/commit/d2ade0de594b5cd246c2a97b479b06894ae48fd6,1372,https://github.com/python-attrs/attrs/pull/1372,gold/patches/python-attrs__attrs-1372.patch,2,18,5,2
python-control__python-control-1017,python-control/python-control,discovery,4acc78b8aec4f145e7e72c931accfa7e12e5cd4d,584f39d8882fce70ed203acdb2800800b80148c7,5,https://github.com/python-control/python-control/commit/2e872f8da254a839e3e5488770cb040f9da76b44 https://github.com/python-control/python-control/commit/421131ceb316a0d8c838e187714de7c88976c0aa https://github.com/python-control/python-control/commit/1964a866c5ab97c6c5b02885346e9a569783d6a1 https://github.com/python-control/python-control/commit/9a78e33a65ff43b59694dd269b90bd025317806a https://github.com/python-control/python-control/commit/584f39d8882fce70ed203acdb2800800b80148c7,1017,https://github.com/python-control/python-control/pull/1017,gold/patches/python-control__python-control-1017.patch,1,38,24,1
keras-team__keras-19300,keras-team/keras,held_out,df705d4fc719ab617705197248804d689ad74767,286a89b5cc01a708182e31ebbf98c57299ea068a,1,https://github.com/keras-team/keras/commit/286a89b5cc01a708182e31ebbf98c57299ea068a,19300,https://github.com/keras-team/keras/pull/19300,gold/patches/keras-team__keras-19300.patch,1,5,2,1
streamlink__streamlink-6242,streamlink/streamlink,discovery,23a98cc5c543fd2456a189d794ff135008e50bf6,c79693cdae1e9ed05da6d1a432d0b8e015c85393,1,https://github.com/streamlink/streamlink/commit/c79693cdae1e9ed05da6d1a432d0b8e015c85393,6242,https://github.com/streamlink/streamlink/pull/6242,gold/patches/streamlink__streamlink-6242.patch,1,3,2,1
jupyterlab__jupyter-ai-592,jupyterlab/jupyter-ai,discovery,6de20475d3f58e83903899b7d1a26cc317449556,255c4df504c9a884a9b6cbb3564f5f67efefc5d3,1,https://github.com/jupyterlab/jupyter-ai/commit/255c4df504c9a884a9b6cbb3564f5f67efefc5d3,592,https://github.com/jupyterlab/jupyter-ai/pull/592,gold/patches/jupyterlab__jupyter-ai-592.patch,2,4,8,1
sissbruecker__linkding-989,sissbruecker/linkding,discovery,78608135d9dd2d14a569253c80c5a959cf32bff7,fe0ec726249cec254f2947e5deb0f7db4f01b02b,1,https://github.com/sissbruecker/linkding/commit/fe0ec726249cec254f2947e5deb0f7db4f01b02b,989,https://github.com/sissbruecker/linkding/pull/989,gold/patches/sissbruecker__linkding-989.patch,1,13,0,1
instructlab__instructlab-612,instructlab/instructlab,discovery,be859d54cb1470c9e2a55589ebb99e90329bc444,fb70ef5177463c5b59ba7d959fb8bb42366df5a7,1,https://github.com/instructlab/instructlab/commit/fb70ef5177463c5b59ba7d959fb8bb42366df5a7,612,https://github.com/instructlab/instructlab/pull/612,gold/patches/instructlab__instructlab-612.patch,1,2,2,1
shapely__shapely-2074,shapely/shapely,discovery,bada70fbe79f61ea98dc735d630d61a082cd7474,4cf38a39ae17a9ac94475b10fe395b615006f485,1,https://github.com/shapely/shapely/commit/4cf38a39ae17a9ac94475b10fe395b615006f485,2074,https://github.com/shapely/shapely/pull/2074,gold/patches/shapely__shapely-2074.patch,1,4,4,1
geopandas__geopandas-3438,geopandas/geopandas,pilot,2276f624cf0ab85a43df17fb3f21058ca08d1123,e23401f98c013efd58627ebb38312c3c84e13ca0,4,https://github.com/geopandas/geopandas/commit/54d0733ae5dc775720816b6cb58cfd01f1572635 https://github.com/geopandas/geopandas/commit/613503873982d4d9504fecb62518d27281d5aa82 https://github.com/geopandas/geopandas/commit/684d90ef9fec253c9bfdbe41d46041e85352c2cd https://github.com/geopandas/geopandas/commit/e23401f98c013efd58627ebb38312c3c84e13ca0,3438,https://github.com/geopandas/geopandas/pull/3438,gold/patches/geopandas__geopandas-3438.patch,2,16,21,2
reflex-dev__reflex-2936,reflex-dev/reflex,held_out,012151132e612475fc1a1298fc8aea5fbb6264fe,d95fe961f38f8c3c4285a88d78c6e3f0c3679c25,2,https://github.com/reflex-dev/reflex/commit/414815defa3b49319ae23c17f486ed5e7e8bcbfc https://github.com/reflex-dev/reflex/commit/d95fe961f38f8c3c4285a88d78c6e3f0c3679c25,2936,https://github.com/reflex-dev/reflex/pull/2936,gold/patches/reflex-dev__reflex-2936.patch,2,26,682,1
beeware__briefcase-1823,beeware/briefcase,held_out,6a562dbc931c2b764d797b83e60a10aea07d0290,da0d877c1f23e9be8ef498e1ab01d7ec14ddf7b3,6,https://github.com/beeware/briefcase/commit/8216277c1f49fc3732c6839b7751e8439168fa99 https://github.com/beeware/briefcase/commit/c7f18df52852c3c8c64156ec78e9097374104b6c https://github.com/beeware/briefcase/commit/ec4aeca47fc10ba39a61d15495c098a87c32af24 https://github.com/beeware/briefcase/commit/1cd3bd4480f4b8e764254d5f53f8e15d4ba1b639 https://github.com/beeware/briefcase/commit/a68360121bb51b42ccbf1b425915dc9da721a3a6 https://github.com/beeware/briefcase/commit/da0d877c1f23e9be8ef498e1ab01d7ec14ddf7b3,1823,https://github.com/beeware/briefcase/pull/1823,gold/patches/beeware__briefcase-1823.patch,2,2,1,2
reflex-dev__reflex-2391,reflex-dev/reflex,held_out,27ed574b63fdaf9a0c118c924d4875569758f0de,14a46d791f725926e760717f31fca62d49892f4a,1,https://github.com/reflex-dev/reflex/commit/14a46d791f725926e760717f31fca62d49892f4a,2391,https://github.com/reflex-dev/reflex/pull/2391,gold/patches/reflex-dev__reflex-2391.patch,2,10,4,1
aws-cloudformation__cfn-lint-3342,aws-cloudformation/cfn-lint,discovery,d0aae9bd6e3615e8d1023ca3c5c5aca1992d8a87,c2f4bc655686f52f3253faf245a74b38d9563764,3,https://github.com/aws-cloudformation/cfn-lint/commit/ff7d1d48b73ec83e5ba6d40885c5b08228acc039 https://github.com/aws-cloudformation/cfn-lint/commit/df3f6ac7f8ac658ecf3e73ccd8d5d6fbb66b6ec5 https://github.com/aws-cloudformation/cfn-lint/commit/c2f4bc655686f52f3253faf245a74b38d9563764,3342,https://github.com/aws-cloudformation/cfn-lint/pull/3342,gold/patches/aws-cloudformation__cfn-lint-3342.patch,1,7,2,1
aws-cloudformation__cfn-lint-3390,aws-cloudformation/cfn-lint,discovery,3d9be79618e80095826882637f13ecf96af88639,1dd51b5f05db427262b670dfb8cc7ca1942fdb59,2,https://github.com/aws-cloudformation/cfn-lint/commit/794d4b29b5be2bcb79c589a19b41beb24e873efb https://github.com/aws-cloudformation/cfn-lint/commit/1dd51b5f05db427262b670dfb8cc7ca1942fdb59,3390,https://github.com/aws-cloudformation/cfn-lint/pull/3390,gold/patches/aws-cloudformation__cfn-lint-3390.patch,2,39,11,1
python-control__python-control-1065,python-control/python-control,discovery,d810d5aac00cf9a4215f601247d08f6f7904bcfe,b1a7d7ce08dd2e4b7c942659db7910ef16b6ee12,1,https://github.com/python-control/python-control/commit/b1a7d7ce08dd2e4b7c942659db7910ef16b6ee12,1065,https://github.com/python-control/python-control/pull/1065,gold/patches/python-control__python-control-1065.patch,2,10,9,1
reata__sqllineage-661,reata/sqllineage,discovery,b5b5e10df55f0d153053f5e6fcb419dac89cd42d,ed6ce8994737052628e3947b79758d7390b73c9c,5,https://github.com/reata/sqllineage/commit/e4c474b7f1020696a04ea8051bb16b8db0b79ee8 https://github.com/reata/sqllineage/commit/7d13a5cf4b00da685eb4ab75b2f207ce69cb13e1 https://github.com/reata/sqllineage/commit/658d4cbe4595a538d8302354011b4afd2eb61712 https://github.com/reata/sqllineage/commit/1033c509150c2ca7249f9c06c31571b35a8b582d https://github.com/reata/sqllineage/commit/ed6ce8994737052628e3947b79758d7390b73c9c,661,https://github.com/reata/sqllineage/pull/661,gold/patches/reata__sqllineage-661.patch,1,12,0,1
mikedh__trimesh-2238,mikedh/trimesh,held_out,136f67ce862c4dbe5955501978687b1d736de02c,1bce153c261ed485eb788bd6dce3c7fbe81ea8fd,39,https://github.com/mikedh/trimesh/commit/8eccab657fe63cdc0c3b2e42a6dbd28d27dd0e4c https://github.com/mikedh/trimesh/commit/2bf754888f2a4f152c231f340bd791db5e97b7c8 https://github.com/mikedh/trimesh/commit/00de5ed6ae8ab00e27db720f363a7be04f23bc5e https://github.com/mikedh/trimesh/commit/9a4cf3af3d04da79f3c76493b9401c5d4e3d2157 https://github.com/mikedh/trimesh/commit/f8448b7099b8c96477868c95848f871d2974468b https://github.com/mikedh/trimesh/commit/0698b339f70205fca65e44faa9840ee413d118b0 https://github.com/mikedh/trimesh/commit/1c2c1e896dc39f041a3e7e9ccc21174f1f30cbf2 https://github.com/mikedh/trimesh/commit/1e6c60b14de4689fb1cf5cb4d4021752bb4ef5ef https://github.com/mikedh/trimesh/commit/b5b3aba6638fb85cc030658e2a643b75231f7d1f https://github.com/mikedh/trimesh/commit/580338120466525a2c10093d1174a41d15db8501 https://github.com/mikedh/trimesh/commit/9de695660c917f9f03ae8d0886960f6cb655fdf0 https://github.com/mikedh/trimesh/commit/e0372673de91110af8219c39595d9128ad2dc725 https://github.com/mikedh/trimesh/commit/be3517e29e737697d0aafdff82c44e7e4e2e62ca https://github.com/mikedh/trimesh/commit/9d49c6599dff384fa4a6bb35e0f174664dbfa518 https://github.com/mikedh/trimesh/commit/1cca9f473783d320092fb9a6fae945173562fcc2 https://github.com/mikedh/trimesh/commit/bb56173bfb081fd30aed9c7eaadbb81f360caaf4 https://github.com/mikedh/trimesh/commit/7461a6f2531e0fd347ff762291feaf98983c97e1 https://github.com/mikedh/trimesh/commit/876aab1a0f978789183118690c3c136d643a5ca4 https://github.com/mikedh/trimesh/commit/4f1e3c4ec4dfaecd4d96222c09bb17000123d594 https://github.com/mikedh/trimesh/commit/e04f95eb543605b53caeff38198533b6549ff144 https://github.com/mikedh/trimesh/commit/f1ab7d4c67fe27ab66f11b2bcc0e45b71163f8e7 https://github.com/mikedh/trimesh/commit/3c63e364fb64dee09541f116d5e3fc80df9b93fb https://github.com/mikedh/trimesh/commit/9587ba57636f44ff82deb520974dcfbe633864eb https://github.com/mikedh/trimesh/commit/1a4670ae97f6d4f35404603e40d9a9c6dadde350 https://github.com/mikedh/trimesh/commit/eaebcb631f8c17f177a41fa9c161f52b701ca925 https://github.com/mikedh/trimesh/commit/e63a5a2522f13b6afe57338b37e539ab4d5cd166 https://github.com/mikedh/trimesh/commit/767b991a94404637a1ebbba93f75918206a1dc78 https://github.com/mikedh/trimesh/commit/aa31fccff0899fd876116bbb64f4a613fa40062b https://github.com/mikedh/trimesh/commit/d4fe4d638f2e457fac51864a70a0a706a8f64f63 https://github.com/mikedh/trimesh/commit/09c8f20ea52092b8f471126df2f08818bc613bca https://github.com/mikedh/trimesh/commit/70710c2dad5a287cbff5fdf6991367142e3d884e https://github.com/mikedh/trimesh/commit/f5d1863efc4a94336ad73d0b5a78cccb7c2e3ff2 https://github.com/mikedh/trimesh/commit/2e275a8abe4675f243613f7cf8cd552460c2c84c https://github.com/mikedh/trimesh/commit/c0c23608d710664733ca6c0335aec5b2a437bd5e https://github.com/mikedh/trimesh/commit/a3d4941ea0e23603c435e19850c2a44fc08d11f8 https://github.com/mikedh/trimesh/commit/04158a184569d17317a79647e24cc05030763ca8 https://github.com/mikedh/trimesh/commit/ad6d9ee2374a35ae9d2b4923007e229e3141bcd9 https://github.com/mikedh/trimesh/commit/d8847be10031c135883d6d666fb279c723ed5c2f https://github.com/mikedh/trimesh/commit/1bce153c261ed485eb788bd6dce3c7fbe81ea8fd,2238,https://github.com/mikedh/trimesh/pull/2238,gold/patches/mikedh__trimesh-2238.patch,26,340,231,4
encode__starlette-2812,encode/starlette,pilot,f13d354e18141cea9041ffad603d98197d880a73,54028a1446f068742823665802375b6474a50e04,8,https://github.com/encode/starlette/commit/c7f1629e0782dca93dbb0af04f7da72dd7ef0035 https://github.com/encode/starlette/commit/7ef64c9a62e540809b54681215ea35332f8f7fd7 https://github.com/encode/starlette/commit/ebe0a951555cbf025214fb0c431b8b854e368ca2 https://github.com/encode/starlette/commit/b4caa4e5ef3ebd71ad034d29ab82875b9a6786ea https://github.com/encode/starlette/commit/a48bcda0af1ce0b7683f1b33ddb61340de1c2e69 https://github.com/encode/starlette/commit/069ad2e1ed9cb1800850f981d161534cd5ea140f https://github.com/encode/starlette/commit/558b389fc962cc9789c682ecdb7f21ce84a75ea7 https://github.com/encode/starlette/commit/54028a1446f068742823665802375b6474a50e04,2812,https://github.com/encode/starlette/pull/2812,gold/patches/encode__starlette-2812.patch,2,12,11,1
